event_type,event_month,market_avg,market_max
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
music,11,92333.7240125,1279695.0
music,11,92333.7240125,1279695.0
music,11,92333.7240125,1279695.0
music,11,92333.7240125,1279695.0
music,12,92333.7240125,1279695.0
music,12,92333.7240125,1279695.0
music,12,92333.7240125,1279695.0
music,12,92333.7240125,1279695.0
music,3,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,1,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,9,92333.7240125,1279695.0
music,9,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
music,11,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,11,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,10,92333.7240125,1279695.0
music,1,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
music,8,92333.7240125,1279695.0
music,8,92333.7240125,1279695.0
sports,4,92333.7240125,1279695.0
music,12,92333.7240125,1279695.0
music,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,1,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
music,7,92333.7240125,1279695.0
music,7,92333.7240125,1279695.0
music,7,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
miscellaneous,11,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,10,92333.7240125,1279695.0
miscellaneous,11,92333.7240125,1279695.0
miscellaneous,11,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,1,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
sports,1,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
miscellaneous,11,92333.7240125,1279695.0
miscellaneous,11,92333.7240125,1279695.0
miscellaneous,11,92333.7240125,1279695.0
miscellaneous,11,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,9,92333.7240125,1279695.0
sports,11,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
sports,10,92333.7240125,1279695.0
miscellaneous,11,92333.7240125,1279695.0
miscellaneous,11,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,7,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
sports,8,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,2,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,2,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,2,92333.7240125,1279695.0
arts & theatre,2,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,2,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,2,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,1,92333.7240125,1279695.0
arts & theatre,2,92333.7240125,1279695.0
arts & theatre,2,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,12,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,8,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,9,92333.7240125,1279695.0
arts & theatre,10,92333.7240125,1279695.0
arts & theatre,11,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
arts & theatre,7,92333.7240125,1279695.0
sports,12,92333.7240125,1279695.0
